split,sentence1,sentence2,score
train,"In Nigeria, Chevron has been accused by the All-Ijaw indigenous people of instigating violence against them and actually paying Nigerian soldiers to shoot protesters at the Warri naval base.","In Nigeria, the indigenous people all ijaw Chevron have accused of encouraging the violence against them and to go up to pay Nigerian soldiers to draw on the demonstrators at the naval base of Warri.",4.4
train,"I would urge the French Presidency to do their utmost to overcome this divide, because it is extremely destructive.",I appeal urgently to the French Presidency to do everything in its power to fulfil this particularly destructive gap.,4.8
train,"There is an urgent need, following the recent attacks on the Greek minority in Himara, to promote democratisation measures and measures to strengthen institutions and respect for human rights in Albania.","The recent incidents against the Greek minority in Himara make more imperative that measures to promote democratisation, strengthening the institutions and respect for human rights in Albania.",4.6
train,"The labelling of beef that was agreed on, which is a minimum form of labelling and only came into force two and a half months ago, does not make it possible for the origin of animals to be adequately traced, and we were very slow to ban specified risk materials.","The labelling of beef which has been decided, which is a minimum labelling and which has only been in force for two and a half months, does not make it possible to properly remind the origin of the animals and we banned very late specified risk material.",4.8
train,"On the other hand, we would like to be given a chance to prove to Europe that we are able to develop the constitutional equality of Serbia and Montenegro within Yugoslavia on our own, by recognising the genuine principles of democracy.","Furthermore, we would like to have a chance to prove to the Europe that we are able to develop only the constitutional equality of Serbia and Montenegro in Yugoslavia, recognising the genuine democratic principles.",4.4
train,"They will keep the pressure on, and they are strengthening their position with the revenue they are generating from delivering mail above 150 grams.",They will continue to put pressure. The money they earn with the distribution beyond the limit of 150 grammes enables them to strengthen their position.,4.8
train,"I wonder if the Commissioner has planned any steps in this respect to demonstrate that we really do consider Kostunica to be the only lawfully elected representative of the Serbian people, and the only partner with whom the European Union is involved as from today.",I wonder whether the police chief envisages already stages which will make it possible to show that we regard Kostunica as the legally elected representative of Serbian people and as the partner with whom the European Union will have henceforth to treat.,4.4
train,"Action is needed quickly, which is why we decided to include this item on the agenda.",It is urgent and it is for that reason that we have decided to put this item on the agenda.,4.8
train,"The resolution on Nice, voted today, does not reflect this.","The resolution on the Nice Summit, which has just been voted, does not reflect it.",4.2
train,"On my own behalf and on behalf of my colleagues in the Committee on Fisheries, I would ask you, Madam President, to send Parliament' s condolences to the families of the victims and to the local authorities in both Brittany and in Marín, Galicia, from where the majority of the victims came.","Madam President, I would ask you, on behalf of my colleagues in the Committee on Fisheries and on my own behalf, to send a message of condolence from Parliament to the families of the victims and the local authorities of both Brittany Marín, that the city of Galicia, which are from most of the victims.",4.6
train,"Worst of all, I believe, is having to issue a warning that a court judgment in their favour may just be a set of comforting words and make no real difference in their lives.","In my view, there is, however, nothing worse than having to warn people that a ruling for them could only be a series of words pleasing and have no practical effect on their existence.",4.8
train,The other viewpoint illustrated by the rapporteur' s initial statement and shared by a number of members is to promote regulations and codes of conduct which are needed in order to establish among insurers ways of organising costs on a mutual basis providing everybody with guaranteed access to high-quality care and to counter the risk of discriminatory practices developing together with risk and client selection.,"The other point of view, illustrated by the original subject of the rapporteur and shared by many colleagues, is to promote the regulations and codes of conduct to be found, between insurers, the forms of mutual cost guarantee to all the supply of good quality care and to counter the risks to see developing discriminatory practices and a selection of risks and customers.",4.4
train,"That was changed in the face of criticism, especially from Ireland and France, and a different spin has now been put on it by the British Chancellor of the Exchequer: it is now being portrayed as a user charge for all, including British lorry drivers.","Criticism, especially those of Ireland and France, the Chancellor of the Exchequer has given a new interpretation: it is now a tax for all users, including the British lorry drivers.",4.2
train,"One could indeed wish for more and for improvement, but I honestly believe that we have made a good start.","We can indeed wish more and better, but I quite honestly believe that it is a good start.",4.8
train,This is our priority fight in order to ensure that the affirmation of fundamental rights is put into practice in our political decisions.,This is our priority for the affirmation of fundamental rights to be implemented in political choices.,4.6
train,"Let us, as a Europe of 15 Member States, organise ourselves in order to be able to welcome those countries who are knocking at the door into the fold under respectable conditions.","Let us, here in order to be able to welcome in good conditions the countries that are knocking at our door.",3.6
train,Either we are in a club or we are out of it and it is particularly important that we accept this.,"Either we are part of the club, we are not and we must, therefore, we have to comply with this.",3.6
train,"They will keep the pressure on, and they are strengthening their position with the revenue they are generating from delivering mail above 150 grams.",They continue to put the pressure that they earn. money with the distribution of the limit of 150 grammes allows them to strengthen their position.,4.6
train,"From the first discussions on this dossier, which were held at European level at the initiative of the European Parliament, the Commission has given a commitment to the Member States to pursue a course of action designed to develop what we might call a European police culture, grounded in the highest standards of duty, respect for the rights and freedoms of our citizens and efficiency in the fight against crime.","Since the first reflexions on this file, which took place at the European level on the initiative of the European Parliament, the Commission committed itself with respect to the Member States promoting an action intended to develop what we could regard as a European police culture, centered on the highest standards as regards deontology, of respect for the rights and freedoms of the citizens, and of effectiveness in the fight against crime.",4.8
train,"Mr President, I voted for the García-Margallo y Marfil report on the taxation of electronic commerce.","Mr President, I voted in favour of the Garcia-Margallo y Marfil report, which concerns the taxation of services provided electronically.",4.6
train,"Mr President, the Commission' s attitude to the right of access to documents may be seen from the internal handbook sent on 11 October to employees of the Commission to tell them how to deal with requests from MEPs for access to documents.","Mr President, we know the position of the Commission on public access to documents in the internal manual, which was submitted on 11 October, the Commission's officials in order to explain how to handle applications by Members as regards access to documents.",4.4
train,I think that France has set an excellent example by finally deciding to take this step.,I find exemplary that France will be to take this step.,4.8
train,"Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits.","Secondly, it is necessary to say “not” to the concept big-bang which would like that one admits at the same time an major group of country, because that would be in conflict with the principle of the admission of each country according to its merits.",4.4
train,"Lastly, and most controversially, the committee strongly called for the use of a fast-track procedure to implement this legislation.","Lastly, and it is there a subject more discussed, the commission invited with strength to make use of the procedure accelerated to put in uvre this legislation.",4.4
train,"The House had also fought, however, for the reduction of the funds available for innovative measures to be offset by means of resources from the flexibility instrument, a demand which is recorded in a declaration on the financial perspective in the Interinstitutional Agreement.","This Parliament has, however, also for this Fund actions by the use of framework, defined in a statement on the financial perspective.",2.0
train,"Above all, when a one-man company or a company with fewer than 250 employees has a project, it should not need to provide 120% loan guarantees in the form of land to receive financing; it should also be possible for it to be funded on the basis of a good idea.","Above all, when a company unipersonnelle or a society with fewer than 250 employees has a project, it must be possible to benefit from funding not only with a guaranteed to 120%, but also on the basis of a simple idea:",4.4
train,(Parliament accepted the oral amendment),(The Parliament accepts the oral amendment),4.8
train,"And I am telling you loud and clear: Kostunica must be given his chance here and I therefore hope that he will give amnesty in the next couple of weeks or months, but meanwhile, I do want the introduction of those two new budget lines, democratisation and reconstruction, to be accompanied by political conditions, both from a political and budgetary perspective.","And I would say to you very clearly: it must be given a chance to Kostunica, and I therefore hope that it will provide an amnesty over the coming weeks or months; but in the meantime, I hope, however, that, in political terms and in budgetary terms, the political conditions are linked to the introduction of these two new budget lines, namely democratisation and reconstruction.",4.4
train,There has been a budget heading for the funding of mine clearance and prevention programmes for many years now.,A budget line has programmes to de-mining and prevention for years.,4.0
train,We welcome the arrangements proposed in this respect by the Preparatory Committee and adopted by the General Assembly regarding procedures for the registration of non-governmental organisations for involvement in the preparatory process and the Special Session in September 2001.,"We congratulate the provisions proposed in this respect by the Committee and by the general Assembly of the United Nations with regard to the method of non-governmental organisations, and the extraordinary session of September 2001.",4.0
train,As long ago as 1996 the European Parliament came out in favour of a ban on the use of meat-and-bone meal throughout the European Union in accordance with the precautionary principle - if only.,"In 1996, the European Parliament was in favour of a ban on the use of meat meal in the European Union, in accordance with the precautionary principle - if only we had listened to.",3.8
train,We shall have to speak with just one disagreeable voice in the WTO.,We shall talk with one voice disgracieuse within the WTO.,4.4
train,"The labelling of beef that was agreed on, which is a minimum form of labelling and only came into force two and a half months ago, does not make it possible for the origin of animals to be adequately traced, and we were very slow to ban specified risk materials.","The labelling of beef which has been decided, which is a minimum labelling and which has only been in force for two and a half months ago, does not make it possible to trace the origin of animals properly very late and have banned the specified risk material.",4.4
train,"Without doubt, it was better to have no agreement at all than a poor one and it is true that, in this instance, the American proposal was a third-rate proposal, and one which was completely unacceptable to Europe.","Without doubt, just better to have no agreement than having an agreement that is wrong and, in this case, the US proposal was a watered-down proposal, which is totally unacceptable for Europe.",4.6
train,Knowledge of foreign languages is accepted as a necessary precursor to mobility.,It is allowed that the knowledge of foreign languages is a necessary precondition with mobility.,4.8
train,Either we are in a club or we are out of it and it is particularly important that we accept this.,"Either we belong to the club, or we are not and we must therefore be packed with this decision.",4.0
train,"It is unlikely that the planned protection of the universal provision of services by means of a compensatory fund, as a result of which private profits are ploughed back into public services, will last.",The preservation of the universal service with a compensation fund which would make it possible to initiate private benefits for the benefit of the public service will probably long fire.,3.4
train,"The UK Labour members of the PES Group welcome the adoption of their contribution to the ongoing work of the IGC on reinforced cooperation, without endorsing every single detail.",". The British Labour Members of the PSE Group welcomes the support given to the contribution to the work of the IGC on closer cooperation, without adhere entirely with all the details of this.",4.4
train,"Mr President, I would like to focus in my speech on Mrs Lalumière' s report, which I think is clearly worded and well put together.","Mr President, I shall concentrate in my speech on the report by Mrs Lalumière report, that I find well thought-out and clearly formulated.",5.0
train,It is gratifying that Parliament has succeeded in producing a large majority in favour of more openness.,We should be pleased that Parliament has succeeded in bringing together a large majority in favour of greater transparency.,5.0
train,That made them heavily dependent on loans.,A development which made them dependent on the borrowed capital.,4.2
train,That made them heavily dependent on loans.,A development which made highly dependent on capital borrowed.,4.4
train,It is gratifying that Parliament has succeeded in producing a large majority in favour of more openness.,It is necessary to be delighted that the Parliament succeeded in gathering a broad majority in favour of a greater transparency.,4.6
train,"That was changed in the face of criticism, especially from Ireland and France, and a different spin has now been put on it by the British Chancellor of the Exchequer: it is now being portrayed as a user charge for all, including British lorry drivers.","In view of the criticism, especially those in Ireland and France, the Chancellor of the Exchequer has given a new interpretation: it is now a tax for all users, including the British lorry drivers.",4.4
train,"On the other hand, we would like to be given a chance to prove to Europe that we are able to develop the constitutional equality of Serbia and Montenegro within Yugoslavia on our own, by recognising the genuine principles of democracy.","In addition, we would like to have a chance to prove to the Europe that we are in a position to alone the cause of Serbia and Montenegro within Yugoslavia, while recognizing the principles.",2.8
train,"Thirdly, acceptance of enlargement and its positive prospects for the individual countries and for the EU as a whole basically depend - and Denmark demonstrated this - on dismantling the social and democratic deficits of European policy.","Thirdly, the acceptance of enlargement and its positive prospects for the different countries and for the EU as a whole - depends on the example of Denmark is for us to show - largely of the elimination of social and democratic deficits in European policy.",4.8
train,The Committee on Legal Affairs and the Internal Market rightly insists on no upper limit and a minimum of no less than 7%.,It is right that the Committee on Legal Affairs persists in refusing a ceiling and the maintenance of a minimum rate which cannot be less than 7%.,4.8
train,"It is unlikely that the planned protection of the universal provision of services by means of a compensatory fund, as a result of which private profits are ploughed back into public services, will last.",The maintenance of the universal service means of a compensation fund which could initiate private profits for the benefit of the public service will probably deal fire.,3.6
train,"There is an urgent need, following the recent attacks on the Greek minority in Himara, to promote democratisation measures and measures to strengthen institutions and respect for human rights in Albania.","The recent incidents against the Greek imperative more the need to promote measures, of strengthening the institutions and the respect of human rights in Albania.",4.4
train,"While withdrawing the resolution, however, I express the conviction that this Parliament would have made its voice heard better if, in anticipation of the Council of Nice, it had devoted a specific and separate resolution to these important and difficult topics of the Intergovernmental Conference, instead of dealing with them in a single resolution that also embraces all the other points on the Council agenda.","In withdrawing our resolution, I am, however, convinced that our Parliament would have made its voice heard in dedicating, in view of the Nice Council, a resolution and traditional so important and so difficult to the Intergovernmental Conference, rather than to deal in the framework of a single resolution including also all the other points of the agenda of the Council.",4.6
train,"The French Presidency thanks you, Madam President, ladies and gentlemen, for this cooperation, for your support and also for the warm reception you have given us.","For this co-operation, for your support and also for your reception, Madam the President, Mesdames and the European Deputies, the French presidency thanks you.",4.4
train,"Mr President, I would like to focus in my speech on Mrs Lalumière' s report, which I think is clearly worded and well put together.","Mr President, I shall concentrate in my speech on the report by Mrs Lalumière, report that I find well and clearly.",4.2
train,"Mr Gayssot, Greek ships have sunk without warning, when there were no storms in the vicinity.","Greek ships ran, without there being the least storm in trimmings, Mr Gayssot.",2.8
train,"There is an urgent need, following the recent attacks on the Greek minority in Himara, to promote democratisation measures and measures to strengthen institutions and respect for human rights in Albania.","The recent incidents against the Greek minority of Himara more imperative the need to promote measures of democratisation, strengthening of the institutions and respect for human rights in Albania.",4.8
train,"This is also the position advocated by the rapporteur, and it is shared by the European People' s Party.",That is the position advocated by the rapporteur and supported by the European People's Party.,4.6
train,It is gratifying that Parliament has succeeded in producing a large majority in favour of more openness.,It should be delighted that the Parliament together a broad majority in favour of greater transparency.,4.0
train,Knowledge of foreign languages is accepted as a necessary precursor to mobility.,It is accepted that knowledge of foreign languages is a necessary precondition to mobility.,4.4
train,"I find it rather odd that people are already trying to tie the Commission's hands in relation to the proposal for a directive, while at the same calling on it to present a Green Paper on the current situation with regard to optional and supplementary health insurance schemes.",I find it a little strange to want as of now forcing the Commission to a motion for a resolution and to ask him at the same time to draw up a Green Paper on the current state of voluntary insurance and supplementary sickness insurance.,4.4
train,"On the other hand, we would like to be given a chance to prove to Europe that we are able to develop the constitutional equality of Serbia and Montenegro within Yugoslavia on our own, by recognising the genuine principles of democracy.","Furthermore, we would like to be able to demonstrate in Europe which we are able to develop only the constitutional equality of Serbia and Montenegro within Yugoslavia, recognising the true democratic principles.",4.0
train,"After all, it is by no means certain that the proposed definition of equitable price is better than any other, because the various definitions that are currently in use in the Member States are all perfectly satisfactory.","Indeed, it is absolutely not certain only the definition of fair price which is proposed is better than another, because the various definitions used currently in the Member States are enough all amply.",3.4
train,The right of a government arbitrarily to set aside its own constitution is the defining characteristic of a tyranny.,The right to a government to remove arbitrarily its Constitution is the defining characteristic of a tyranny.,4.2
train,I also voted against a text which calls for the incorporation of the Charter of Fundamental Rights into the eventual Treaty of Nice.,I have also voted against a text that calls for the incorporation of the Charter of Fundamental Rights in the future Treaty to be adopted in Nice.,5.0
train,"This is a vague area, and it is possible that more restrictive provisions may also remain in force, and this is one point in respect of which we have tabled amendments.","Things are not clear on this point, and it is not impossible that can also remain in force more restrictive measures, which is particularly on this point that we have tabled amendments.",4.4
train,"Do you think that the Austrian model, i.e. bilateral majority resolutions, will be used in future as a way of passing resolutions which bypass the European institutions and of forming a new institution or a new group in order to circumvent unanimity in the Council?","Do you think that the “Austrian” model - namely decision making majority bilateral - will in the future constitute an instrument making it possible to make decisions by being unaware of the European institutions and to found a new institution, or a new group, to be able to circumvent the rule of unanimity within the Council?",4.2
train,"Thirdly, acceptance of enlargement and its positive prospects for the individual countries and for the EU as a whole basically depend - and Denmark demonstrated this - on dismantling the social and democratic deficits of European policy.",Thirdly: the approval of the enlargement and its positive prospects for the different countries and for the EU as a whole and - the example of Denmark is for us to the point - matters of the social and economic policy.,3.8
train,"On my own behalf and on behalf of my colleagues in the Committee on Fisheries, I would ask you, Madam President, to send Parliament' s condolences to the families of the victims and to the local authorities in both Brittany and in Marín, Galicia, from where the majority of the victims came.","Madam President, I ask you, on behalf of my colleagues of the Commission and on my own behalf, to send a message from Parliament to the families of the victims and the local authorities of both of city of Galicia, where they are in the majority of victims.",4.6
train,"I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.","I urge that to seize this motion, this invitation, this request of dialogue, to give further and to make sure that, together with this Assembly, these relics of a nationalist might be.",3.2
train,"Mr Gayssot, Greek ships have sunk without warning, when there were no storms in the vicinity.","Ships Greeks have sunk, without that there are the slightest storm in the exist, Mr Gayssot.",4.4
train,People with the same business affairs in common are peacefully bound to one another.,The common economic activities create peaceful bonds between the people.,4.6
train,"Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits.","Secondly, it is necessary to say ""no"" to the concept to accept at the same time an important Group of countries, because this would be in contradiction with the principle of the admission of each country according to its merits.",4.8
train,The aim of the annual review is to identify such potential improvements.,The annual report aims to identify potential such improvements.,4.8
train,I also voted against a text which calls for the incorporation of the Charter of Fundamental Rights into the eventual Treaty of Nice.,I have also voted against a text which calls for the incorporation of the Charter of Fundamental Rights into the future Treaty which will be adopted in Nice.,4.8
train,"The UK Labour members of the PES Group welcome the adoption of their contribution to the ongoing work of the IGC on reinforced cooperation, without endorsing every single detail.",". The British Labour Members of the Group of the Party of European Socialists welcomes the support given to the contribution they have made to the work of the IGC on closer cooperation, without adhering fully to all the details of it.",4.4
train,"On the contrary, the influence of the national democracies is being reduced by the further restriction of the right of veto and by the fact that the European Parliament is being given more power.","On the contrary, the influence of the national democracies fall into force by the further restriction of the right of veto and to increasing the power of Parliament to the EU.",4.8
train,"The resolution on Nice, voted today, does not reflect this.","The resolution about the Summit of Nice, which has just been voted, does not reflect it.",4.6
train,This is no time for the faint-hearted.,This is not the time to show.,2.5
train,"Firstly, simplification and clarification of the Treaties.","Initially, that of a simplification and a clarification of the Treaties.",4.8
train,"On the contrary, the influence of the national democracies is being reduced by the further restriction of the right of veto and by the fact that the European Parliament is being given more power.","On the contrary, the power of the national democracies is being reduced by the further restriction of the right of veto and by the fact that the European Parliament is being given more power.",5.0
train,Spain has done a magnificent job in turning round the difficult neighbourly relations which Europe and North Africa and Spain and Morocco have suffered during the course of history.,Spain developed in a remarkably positive way the difficult vicinity which always existed between Europe and North Africa and between Spain and Morocco.,4.4
train,"Secondly, say no to the big bang idea of incorporating candidate countries simultaneously as a large group, since that would militate against the principle that each country should be admitted on its own merits.","Secondly, we must say 'no' to the concept bang who would like to see the same time admit a large group of countries, because that would be in contradiction with the principle of the admission of each country according to its merits.",4.4
train,"There is, of course, one crucial event, namely that a start has been made with category four and with looking at ways how we will deal with it, but it is not yet entirely clear whether we have managed to resolve this, partly because the Council refuses to have sufficient input in the attendant thought processes.","There is, of course, a very important point, it is the fact that we started the heading four, with its approach, but we do not know yet very well if we managed to solve the problem, in particular because the Council does not wish to take part sufficiently in the reflexion.",4.4
train,"In Nigeria, Chevron has been accused by the All-Ijaw indigenous people of instigating violence against them and actually paying Nigerian soldiers to shoot protesters at the Warri naval base.","In Nigeria, encouraging the violence in their employment and go up to pay soldiers to draw on the demonstrators at the basis of warri.",3.4
train,The Committee on Legal Affairs and the Internal Market rightly insists on no upper limit and a minimum of no less than 7%.,It is rightly that the Committee on Legal Affairs and Citizens' Rights persists in the rejection of a ceiling and in the maintenance of a minimum rate which cannot be below 7%.,4.8
train,"We have started to exchange ideas on this question, from which it has emerged that all the Member States want to maintain this ceiling after enlargement.","We have started to have discussions on this issue, which show that all the Member States want to keep the ceiling after enlargement.",5.0
train,"I wonder if the Commissioner has planned any steps in this respect to demonstrate that we really do consider Kostunica to be the only lawfully elected representative of the Serbian people, and the only partner with whom the European Union is involved as from today.",I wonder whether the Commissioner already provides steps which will make it possible to show that we regard Kostunica as the legally elected representative of the Serbian people and as a partner with whom the European Union will now have to deal with.,4.4
train,The other viewpoint illustrated by the rapporteur' s initial statement and shared by a number of members is to promote regulations and codes of conduct which are needed in order to establish among insurers ways of organising costs on a mutual basis providing everybody with guaranteed access to high-quality care and to counter the risk of discriminatory practices developing together with risk and client selection.,"The other point of view, illustrated by the rapporteur's original and shared by many colleagues, is to promote the rules and codes of conduct needed to build, between insurers, forms of degree of costs guaranteeing all the supply of good quality care and to counter the risks of discriminatory practices and a risk selection and customers.",4.2
train,Slovakia has not been condemned to the second division and it is logical that it should like to join together with the Czech Republic.,"Slovakia is not doomed to remain in the second group, and it is logical that it wants to join the Union at the same time as the Czech Republic.",4.8
train,"I should like to thank the rapporteur of the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy, Mr Brok, for his clear, comprehensive report.","I would like to thank the rapporteur of the Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy, Mr Brok, for his clear and comprehensive report.",5.0
train,"Lastly, and most controversially, the committee strongly called for the use of a fast-track procedure to implement this legislation.","Finally, and this is a most controversial issue, the Commission has called vigorously to use the fast-track procedure to implement this legislation.",4.8
train,"Mr President, I voted for the García-Margallo y Marfil report on the taxation of electronic commerce.","Mr. President, I have voting in favour of the report García-Margallo there Marfil, which relates to the tax on the abundant services with electronic way.",4.0
train,Either we are in a club or we are out of it and it is particularly important that we accept this.,"Either we part of the club, or we are not, and we must therefore we bow to this decision.",5.0
train,The other viewpoint illustrated by the rapporteur' s initial statement and shared by a number of members is to promote regulations and codes of conduct which are needed in order to establish among insurers ways of organising costs on a mutual basis providing everybody with guaranteed access to high-quality care and to counter the risk of discriminatory practices developing together with risk and client selection.,"The other point of view, illustrated by the example of the original rapporteur and shared by many colleagues, is to promote the regulations and codes of conduct needed to create, between insurers, the forms of mutual costs guaranteeing to all the provision of high-quality care and to counter the risk of seeing develop discriminatory practices and a risk selection and customers.",4.4
train,It is a matter of the utmost importance and yet has curiously attracted very little public attention.,"The task, which is important, however, did not arouse great interest on the part of the public yet.",4.6
train,"And I am telling you loud and clear: Kostunica must be given his chance here and I therefore hope that he will give amnesty in the next couple of weeks or months, but meanwhile, I do want the introduction of those two new budget lines, democratisation and reconstruction, to be accompanied by political conditions, both from a political and budgetary perspective.","And I say this very clearly: it is necessary to give its chance to Kostunica and I hope that it will take time to a clear in the course of the coming weeks or months; but in the meantime, I hope, however, that, in terms of policy and in terms of the budget, the political conditions are the introduction of these two new budget lines, namely the and reconstruction.",4.2
train,"If we want to help Indonesia we must act now with money and deeds, not merely words.","If we want to help Indonesia, we must intervene with money and concrete actions, and not only with words.",4.6
train,"I find it rather odd that people are already trying to tie the Commission's hands in relation to the proposal for a directive, while at the same calling on it to present a Green Paper on the current situation with regard to optional and supplementary health insurance schemes.",I am a bit of him now to compel the Commission to a motion for a resolution and ask him in a time to establish a Green Paper on the current State of voluntary insurance and health insurance.,3.6
train,That made them heavily dependent on loans.,A development which has made heavily dependent on capital loans.,3.6
train,"Worst of all, I believe, is having to issue a warning that a court judgment in their favour may just be a set of comforting words and make no real difference in their lives.","In my view, there is nothing worse than having to warn people that a judgment in their favour could only be a series of reassuring words and have no practical effect on their existence.",4.6
train,"Whilst employment may be the European Union' s priority policy, fisheries, as another economic sector, cannot remain on the sidelines.","If employment is the political priority of the Union, fishing, as an economic sector, cannot remain on the sidelines.",4.8
train,"As there is still a lot of uncertainty, we must know what the scientific facts are and what action must be taken.","It is necessary to know today, since we are still in the uncertainty, which are the scientific, what are the measures to take.",4.6
train,"I stress this point because the market cannot regulate everything, which is why competition is not completely unrestricted, nor should it be.","I insist on this point because the market cannot regulate everything and that, in this perspective, there is neither can be no competition without limits.",4.4
train,"They will keep the pressure on, and they are strengthening their position with the revenue they are generating from delivering mail above 150 grams.",They will continue to put the pressure. The money that they gain with the distribution beyond the limit of the 150 grams makes it possible them to reinforce their position.,4.8
train,I also voted against a text which calls for the incorporation of the Charter of Fundamental Rights into the eventual Treaty of Nice.,I also voted against a text which calls for the integration of the Charter of Fundamental Rights in the future Treaty which will be adopted at Nice.,4.8
train,"If we define a clear, binding framework for the Member States, then there should be a longer evaluation period for the various support systems required to satisfy these requirements.","If we define a clear and binding framework for the Member States, the various systems to meet these demands should have a longer period of put to the test.",4.8
train,Question No 6 by (H-0886/00):,Question 6 (H-0886 / 00):,4.4
train,This is our priority fight in order to ensure that the affirmation of fundamental rights is put into practice in our political decisions.,That is our fight priority for the affirmation of fundamental rights is implemented in political choices.,4.6
train,"Reiterating the calls made by the European Parliament in its resolution of 16 March 2000, what initiatives does the Presidency of the European Council propose to take with a view to playing a more active role so as to guarantee the full and complete application of the UN peace plan?","As the European Parliament called for in its resolution of 16 March 2000, they initiatives the European Council Presidency intend to take to play a more active role in order to ensure the full implementation of the UN peace plan?",4.4
train,"There is, of course, one crucial event, namely that a start has been made with category four and with looking at ways how we will deal with it, but it is not yet entirely clear whether we have managed to resolve this, partly because the Council refuses to have sufficient input in the attendant thought processes.","There is, of course, a very important point is the fact that we have begun category four, with his approach, but we do not yet know very well if we managed to solve the problem, not least because the Council does not wish to participate in the discussion.",4.2
train,"Unfortunately, the ultimate objective of a European Constitution would be precisely the opposite, and so, of course, we cannot vote for it.","Unfortunately the ultimate goal of a European Constitution would be exactly the opposite and, of course, we cannot approve it.",5.0
train,All those who are at present engaged in illicit work would obtain work with decent social conditions.,Everyone who works are currently obtiendraient undeclared work in decent social conditions.,3.4
train,"Do you think that the Austrian model, i.e. bilateral majority resolutions, will be used in future as a way of passing resolutions which bypass the European institutions and of forming a new institution or a new group in order to circumvent unanimity in the Council?","Do you believe that the 'Austrian model' - namely the taking of bilateral majority decisions - in the future will be an instrument for taking decisions ignoring the European institutions and to build a new institution, or a new group, to be able to circumvent the rule of unanimity in the Council?",5.0
train,Either we are in a club or we are out of it and it is particularly important that we accept this.,"Either we belong to the club, or let us not be we and we thus should be folded with this decision.",4.2
train,"I stress this point because the market cannot regulate everything, which is why competition is not completely unrestricted, nor should it be.","I stress this because the market cannot solve all and that, accordingly, there is not and cannot have competition without limits.",3.8
train,But I would like to say to Parliament this afternoon that we should not lose sight of the fact that the EU spends just 1% of GDP and much of that is administered in the Member States.,"Nevertheless, I would like to say to the idea that we must not lose sight of the fact that the European Union does not believe that 1% of the GDP of the Member States and that the bulk of this money is managed in the Member States.",3.2
train,"In the last three weeks, progress has been made in three major areas.","In recent weeks, three major progress has been made.",3.4
train,That is a shameful state of affairs when we consider that the EU itself is a champion of modernised business practice.,It is a disgrace when it is believed that the European Union has set itself up as a champion modernisation of economic life.,4.0
train,"Mr President, I would like to focus in my speech on Mrs Lalumière' s report, which I think is clearly worded and well put together.","Mr President, in my speech I shall focus on the report by Mrs Lalumière report, which I think is well thought-out and clearly formulated.",5.0
train,"Above all, when a one-man company or a company with fewer than 250 employees has a project, it should not need to provide 120% loan guarantees in the form of land to receive financing; it should also be possible for it to be funded on the basis of a good idea.","Above all, when a company or unipersonnelle a society relying less than 250 employees has a project, it must be possible to receive funding not only with a guarantee to 120%, but also on the simple basis of a good idea.",3.8
train,"The resolution on Nice, voted today, does not reflect this.","The resolution on the Nice Summit, which has just been voted, do not reflect.",4.6
train,"From the first discussions on this dossier, which were held at European level at the initiative of the European Parliament, the Commission has given a commitment to the Member States to pursue a course of action designed to develop what we might call a European police culture, grounded in the highest standards of duty, respect for the rights and freedoms of our citizens and efficiency in the fight against crime.","Since the first thoughts on this issue, which took place at European level on the initiative of the European Parliament, the Commission committed itself in relation to the Member States to promote an action intended to develop what we could describe as a European Commissioner culture, based on the highest standards of ethics, respect for human rights and freedoms, and effectiveness in the fight against crime.",4.4
train,"I stress this point because the market cannot regulate everything, which is why competition is not completely unrestricted, nor should it be.","I stress this because the market cannot solve all and that, in this sense, there is no cannot be competitive without limits.",4.2
train,"Given this situation, there is an inescapable need for greater involvement and greater effectiveness in the fight against poverty and underdevelopment.","Faced with these realities, the need for greater involvement and greater efficiency in the fight against poverty and underdevelopment is essential.",4.6
train,"Mr President, we took a great deal of care over preparing the Karamanou report in the Committee on Citizens' Freedoms and Rights, Justice and Home Affairs.","Mr President, the Committee on citizens' freedoms and rights, justice and internal Affairs has prepared with great care the Karamanou report.",5.0
train,"The UK Labour members of the PES Group welcome the adoption of their contribution to the ongoing work of the IGC on reinforced cooperation, without endorsing every single detail.","The UK Labour Members of the PSE Group welcome the favourable reception reserved for the contribution they have made to the ongoing work of the IGC on reinforced cooperation, without endorsing totally at all the details of this.",4.4
train,There has been a budget heading for the funding of mine clearance and prevention programmes for many years now.,"A budget line, programmes and of many years.",3.0
train,"I find it rather odd that people are already trying to tie the Commission's hands in relation to the proposal for a directive, while at the same calling on it to present a Green Paper on the current situation with regard to optional and supplementary health insurance schemes.",I find it a little strange to try to now force the Commission to a motion for a resolution and ask him in a same time to establish a Green Paper on the current state of voluntary insurance and health insurance complementary.,4.2
